Lista de numeros: 
<1>,  Valor: 0.002442598925256473
<1452>,  Valor: 0.1533952125061065
<1453>,  Valor: 0.44601856375183196
<1454>,  Valor: 0.9281875915974597
<1455>,  Valor: 0.9042501221299463
<1456>,  Valor: 0.21006350757205666
<1457>,  Valor: 0.08842208109428432
<1458>,  Valor: 0.5627747923790913
<1459>,  Valor: 0.31216414264777725
<1460>,  Valor: 0.04787493893502687
<1461>,  Valor: 0.3873961895456766
<1462>,  Valor: 0.22862725940400586
<1463>,  Valor: 0.626770884220811
<1464>,  Valor: 0.16707376648754274
<1465>,  Valor: 0.8426966292134831
<1466>,  Valor: 0.42598925256472886
<1467>,  Valor: 0.34733756717147046
<1468>,  Valor: 0.06741573033707865
<1469>,  Valor: 0.9540791402051783
<1470>,  Valor: 0.6546165119687347
<1471>,  Valor: 0.9745969711773327
<1472>,  Valor: 0.24914509037616023
<1473>,  Valor: 0.22129946262823644
<1474>,  Valor: 0.4142647777234978
<1475>,  Valor: 0.0073277967757694185
<1476>,  Valor: 0.21201758671226184
<1477>,  Valor: 0.14509037616023449
<1478>,  Valor: 0.20517830972154372
<1479>,  Valor: 0.9472398632144602
<1480>,  Valor: 0.4562774792379091
<1481>,  Valor: 0.2252076209086468
<1482>,  Valor: 0.5276013678553981
<1483>,  Valor: 0.29262335124572547
<1484>,  Valor: 0.48168050806057644
<1485>,  Valor: 0.961895456765999
<1486>,  Valor: 0.8812896922325354
<1487>,  Valor: 0.5446995603321935
<1488>,  Valor: 0.7884709330727895
<1489>,  Valor: 0.8544211040547142
<1490>,  Valor: 0.7659990229604299
<1491>,  Valor: 0.20273571079628724
<1492>,  Valor: 0.8764044943820225
<1493>,  Valor: 0.40302882266731804
<1494>,  Valor: 0.6819736199316072
<1495>,  Valor: 0.7674645823155838
<1496>,  Valor: 0.24523693209574987
<1497>,  Valor: 0.1079628724963361
<1498>,  Valor: 0.12896922325354176
<1499>,  Valor: 0.7381533952125061
<1500>,  Valor: 0.3957010258915486
<1501>,  Valor: 0.4694675134342941
<1502>,  Valor: 0.6077186126038104
<1503>,  Valor: 0.6150464093795799
<1504>,  Valor: 0.827552515876893
<1505>,  Valor: 0.9872984855886663
<1506>,  Valor: 0.6174890083048363
<1507>,  Valor: 0.8983878847093307
<1508>,  Valor: 0.040058622374206154
<1509>,  Valor: 0.1607230092818759
<1510>,  Valor: 0.6585246702491451
<1511>,  Valor: 0.08744504152418173
<1512>,  Valor: 0.5344406448461163
<1513>,  Valor: 0.49096238397655106
<1514>,  Valor: 0.23058133854421103
<1515>,  Valor: 0.6834391792867611
<1516>,  Valor: 0.8099658036150464
<1517>,  Valor: 0.4772838299951148
<1518>,  Valor: 0.8343917928676111
<1519>,  Valor: 0.18514899853444064
<1520>,  Valor: 0.3663898387884709
<1521>,  Valor: 0.6199316072300928
<1522>,  Valor: 0.9692232535417684
<1523>,  Valor: 0.09330727894479726
<1524>,  Valor: 0.7044455300439668
<1525>,  Valor: 0.41866145578895947
<1526>,  Valor: 0.1348314606741573
<1527>,  Valor: 0.9081582804103566
<1528>,  Valor: 0.323400097703957
<1529>,  Valor: 0.37371763556424037
<1530>,  Valor: 0.8324377137274059
<1531>,  Valor: 0.12848070346849047
<1532>,  Valor: 0.7239863214460186
<1533>,  Valor: 0.9853444064484611
<1534>,  Valor: 0.5608207132388862
<1535>,  Valor: 0.2554958475818271
<1536>,  Valor: 0.4054714215925745
<1537>,  Valor: 0.7528089887640449
<1538>,  Valor: 0.8207132388861749
<1539>,  Valor: 0.7889594528578407
<1540>,  Valor: 0.8685881778212018
<1541>,  Valor: 0.17635564240351734
<1542>,  Valor: 0.11138251099169516
<1543>,  Valor: 0.22813873961895456
<1544>,  Valor: 0.6126038104543234
<1545>,  Valor: 0.7567171470444553
<1546>,  Valor: 0.9340498290180752
<1547>,  Valor: 0.07376648754274548
<1548>,  Valor: 0.13776257938446507
<1549>,  Valor: 0.9931607230092818
<1550>,  Valor: 0.7874938935026868
<1551>,  Valor: 0.8260869565217391
<1552>,  Valor: 0.9447972642892037
<1553>,  Valor: 0.38544211040547144
<1554>,  Valor: 0.1719589643380557
<1555>,  Valor: 0.9843673668783586
<1556>,  Valor: 0.5324865657059111
<1557>,  Valor: 0.4342940889106009
<1558>,  Valor: 0.5881778212017587
<1559>,  Valor: 0.04836345872007816
<1560>,  Valor: 0.40156326331216413
<1561>,  Valor: 0.6394723986321446
<1562>,  Valor: 0.5354176844162188
<1563>,  Valor: 0.5192965315095261
<1564>,  Valor: 0.051783097215437224
<1565>,  Valor: 0.5007327796775769
<1566>,  Valor: 0.5139228138739619
<1567>,  Valor: 0.8964338055691256
<1568>,  Valor: 0.9838788470933073
<1569>,  Valor: 0.5183194919394235
<1570>,  Valor: 0.02344894968246214
<1571>,  Valor: 0.6795310210063508
<1572>,  Valor: 0.6966292134831461
<1573>,  Valor: 0.19198827552515876
<1574>,  Valor: 0.5647288715192965
<1575>,  Valor: 0.3688324377137274
<1576>,  Valor: 0.6907669760625306
<1577>,  Valor: 0.021983390327308255
<1578>,  Valor: 0.6370297997068881
<1579>,  Valor: 0.46458231558378116
<1580>,  Valor: 0.466047874938935
<1581>,  Valor: 0.5085490962383976
<1582>,  Valor: 0.7405959941377626
<1583>,  Valor: 0.46653639472398634
<1584>,  Valor: 0.5227161700048852
<1585>,  Valor: 0.15095261358085002
<1586>,  Valor: 0.3751831949193942
<1587>,  Valor: 0.8749389350268686
<1588>,  Valor: 0.3605276013678554
<1589>,  Valor: 0.4499267220322423
<1590>,  Valor: 0.04103566194430874
<1591>,  Valor: 0.189057156814851
<1592>,  Valor: 0.47972642892037126
<1593>,  Valor: 0.9052271617000488
<1594>,  Valor: 0.23839765510503175
<1595>,  Valor: 0.9101123595505618
<1596>,  Valor: 0.38006839276990717
<1597>,  Valor: 0.01612115290669272
<1598>,  Valor: 0.4670249145090376
<1599>,  Valor: 0.5368832437713728
<1600>,  Valor: 0.5617977528089888
<1601>,  Valor: 0.28382999511480217
<1602>,  Valor: 0.22667318026380068
<1603>,  Valor: 0.5701025891548608
<1604>,  Valor: 0.5246702491450904
<1605>,  Valor: 0.2076209086468002
<1606>,  Valor: 0.017586712261846604
<1607>,  Valor: 0.5095261358085003
<1608>,  Valor: 0.7689301416707377
<1609>,  Valor: 0.2877381533952125
<1610>,  Valor: 0.340009770395701
<1611>,  Valor: 0.8553981436248168
<1612>,  Valor: 0.794333170493405
<1613>,  Valor: 0.023937469467513434
<1614>,  Valor: 0.6936980947728383
<1615>,  Valor: 0.10698583292623351
<1616>,  Valor: 0.10063507572056668
<1617>,  Valor: 0.9169516365412799
<1618>,  Valor: 0.5784074255007328
<1619>,  Valor: 0.7655105031753786
<1620>,  Valor: 0.1885686370297997
<1621>,  Valor: 0.46555935515388375
<1622>,  Valor: 0.4943820224719101
<1623>,  Valor: 0.32975085490962386
<1624>,  Valor: 0.5578895945285784
<1625>,  Valor: 0.1704934049829018
<1626>,  Valor: 0.9418661455788959
<1627>,  Valor: 0.3004396678065462
<1628>,  Valor: 0.7083536883243772
<1629>,  Valor: 0.5319980459208598
<1630>,  Valor: 0.4201270151441133
<1631>,  Valor: 0.17733268197361993
<1632>,  Valor: 0.13971665852467025
<1633>,  Valor: 0.04934049829018075
<1634>,  Valor: 0.4298974108451392
<1635>,  Valor: 0.4606741573033708
<1636>,  Valor: 0.3527112848070347
<1637>,  Valor: 0.22325354176844162
<1638>,  Valor: 0.47093307278944796
<1639>,  Valor: 0.6502198339032731
<1640>,  Valor: 0.8470933072789448
<1641>,  Valor: 0.5534929164631167
<1642>,  Valor: 0.04298974108451392
<1643>,  Valor: 0.24572545188080117
<1644>,  Valor: 0.12212994626282364
<1645>,  Valor: 0.5398143624816805
<1646>,  Valor: 0.646800195407914
<1647>,  Valor: 0.747923790913532
<1648>,  Valor: 0.6790425012212995
<1649>,  Valor: 0.6824621397166585
<1650>,  Valor: 0.7816316560820713
<1651>,  Valor: 0.6560820713238886
<1652>,  Valor: 0.016609672691744015
<1653>,  Valor: 0.4811919882755252
<1654>,  Valor: 0.9477283829995115
<1655>,  Valor: 0.4704445530043967
<1656>,  Valor: 0.6360527601367856
<1657>,  Valor: 0.4362481680508061
<1658>,  Valor: 0.6448461162677088
<1659>,  Valor: 0.6912554958475818
<1660>,  Valor: 0.0361504640937958
<1661>,  Valor: 0.04738641914997557
<1662>,  Valor: 0.37322911577918905
<1663>,  Valor: 0.8182706399609184
<1664>,  Valor: 0.7181240840254031
<1665>,  Valor: 0.8153395212506106
<1666>,  Valor: 0.6331216414264778
<1667>,  Valor: 0.3512457254518808
<1668>,  Valor: 0.180752320468979
<1669>,  Valor: 0.23888617489008304
<1670>,  Valor: 0.9242794333170493
<1671>,  Valor: 0.7909135319980459
<1672>,  Valor: 0.925256472887152
<1673>,  Valor: 0.819247679531021
<1674>,  Valor: 0.7464582315583781
<1675>,  Valor: 0.6365412799218368
<1676>,  Valor: 0.4504152418172936
<1677>,  Valor: 0.055202735710796286
<1678>,  Valor: 0.5999022960429897
<1679>,  Valor: 0.3883732291157792
<1680>,  Valor: 0.25696140693698094
<1681>,  Valor: 0.44797264289203714
<1682>,  Valor: 0.9848558866634098
<1683>,  Valor: 0.5466536394723986
<1684>,  Valor: 0.8451392281387397
<1685>,  Valor: 0.4968246213971666
<1686>,  Valor: 0.40058622374206154
<1687>,  Valor: 0.6111382510991695
<1688>,  Valor: 0.7142159257449927
<1689>,  Valor: 0.7020029311187103
<1690>,  Valor: 0.34782608695652173
<1691>,  Valor: 0.08158280410356619
<1692>,  Valor: 0.36443575964826574
<1693>,  Valor: 0.5632633121641426
<1694>,  Valor: 0.32633121641426477
<1695>,  Valor: 0.4587200781631656
<1696>,  Valor: 0.2960429897410845
<1697>,  Valor: 0.5808500244259892
<1698>,  Valor: 0.8363458720078163
<1699>,  Valor: 0.2418172936003908
<1700>,  Valor: 0.008793356130923302
<1701>,  Valor: 0.2545188080117245
<1702>,  Valor: 0.3771372740595994
<1703>,  Valor: 0.9316072300928188
<1704>,  Valor: 0.0029311187103077674
<1705>,  Valor: 0.08451392281387396
<1706>,  Valor: 0.449438202247191
<1707>,  Valor: 0.0268685881778212
<1708>,  Valor: 0.7787005373717636
<1709>,  Valor: 0.5710796287249633
<1710>,  Valor: 0.5530043966780654
<1711>,  Valor: 0.02882266731802638
<1712>,  Valor: 0.8353688324377138
<1713>,  Valor: 0.21348314606741572
<1714>,  Valor: 0.1875915974596971
<1715>,  Valor: 0.43722520762090866
<1716>,  Valor: 0.673180263800684
<1717>,  Valor: 0.512457254518808
<1718>,  Valor: 0.8539325842696629
<1719>,  Valor: 0.7518319491939424
<1720>,  Valor: 0.7923790913531998
<1721>,  Valor: 0.9677576941866145
<1722>,  Valor: 0.050806057645334635
<1723>,  Valor: 0.47239863214460187
<1724>,  Valor: 0.6927210552027357
<1725>,  Valor: 0.07865168539325842
<1726>,  Valor: 0.2794333170493405
<1727>,  Valor: 0.0991695163654128
<1728>,  Valor: 0.8744504152418173
<1729>,  Valor: 0.3463605276013679
<1730>,  Valor: 0.039081582804103565
<1731>,  Valor: 0.13238886174890083
<1732>,  Valor: 0.8373229115779189
<1733>,  Valor: 0.2701514411333659
<1734>,  Valor: 0.8304836345872008
<1735>,  Valor: 0.0718124084025403
<1736>,  Valor: 0.0810942843185149
<1737>,  Valor: 0.35026868588177823
<1738>,  Valor: 0.1524181729360039
<1739>,  Valor: 0.4176844162188569
<1740>,  Valor: 0.10649731314118221
<1741>,  Valor: 0.08646800195407914
<1742>,  Valor: 0.5061064973131412
<1743>,  Valor: 0.6697606253053249
<1744>,  Valor: 0.4132877381533952
<1745>,  Valor: 0.9794821690278456
<1746>,  Valor: 0.39081582804103565
<1747>,  Valor: 0.3277967757694187
<1748>,  Valor: 0.5012212994626283
<1749>,  Valor: 0.5280898876404494
<1750>,  Valor: 0.306790425012213
<1751>,  Valor: 0.8925256472887152
<1752>,  Valor: 0.870542256961407
<1753>,  Valor: 0.2330239374694675
<1754>,  Valor: 0.7542745481191988
<1755>,  Valor: 0.8632144601856375
<1756>,  Valor: 0.02051783097215437
<1757>,  Valor: 0.5945285784074255
<1758>,  Valor: 0.2325354176844162
<1759>,  Valor: 0.7401074743527113
<1760>,  Valor: 0.45236932095749877
<1761>,  Valor: 0.11187103077674646
<1762>,  Valor: 0.2423058133854421
<1763>,  Valor: 0.022960429897410845
<1764>,  Valor: 0.6653639472398633
<1765>,  Valor: 0.28578407425500735
<1766>,  Valor: 0.28334147532975085
<1767>,  Valor: 0.21250610649731314
<1768>,  Valor: 0.15925744992672203
<1769>,  Valor: 0.6160234489496824
<1770>,  Valor: 0.8558866634098681
<1771>,  Valor: 0.8085002442598925
<1772>,  Valor: 0.43478260869565216
<1773>,  Valor: 0.6023448949682462
<1774>,  Valor: 0.4592085979482169
<1775>,  Valor: 0.3102100635075721
<1776>,  Valor: 0.991695163654128
<1777>,  Valor: 0.7449926722032242
<1778>,  Valor: 0.5940400586223742
<1779>,  Valor: 0.21836834391792867
<1780>,  Valor: 0.32926233512457254
<1781>,  Valor: 0.5437225207620908
<1782>,  Valor: 0.7601367855398143
<1783>,  Valor: 0.032730825598436736
<1784>,  Valor: 0.9487054225696141
<1785>,  Valor: 0.4987787005373718
<1786>,  Valor: 0.4572545188080117
<1787>,  Valor: 0.2535417684416219
<1788>,  Valor: 0.3488031265266243
<1789>,  Valor: 0.10991695163654128
<1790>,  Valor: 0.18563751831949193
<1791>,  Valor: 0.3805569125549585
<1792>,  Valor: 0.030288226673180263
<1793>,  Valor: 0.8778700537371763
<1794>,  Valor: 0.44553004396678064
<1795>,  Valor: 0.9140205178309722
<1796>,  Valor: 0.4934049829018075
<1797>,  Valor: 0.3014167073766488
<1798>,  Valor: 0.7366878358573522
<1799>,  Valor: 0.353199804592086
<1800>,  Valor: 0.23742061553492916
<1801>,  Valor: 0.8817782120175867
<1802>,  Valor: 0.558866634098681
<1803>,  Valor: 0.1988275525158769
<1804>,  Valor: 0.7630679042501222
<1805>,  Valor: 0.11773326819736199
<1806>,  Valor: 0.4123106985832926
<1807>,  Valor: 0.9511480214948705
<1808>,  Valor: 0.5696140693698095
<1809>,  Valor: 0.5105031753786028
<1810>,  Valor: 0.7972642892037127
<1811>,  Valor: 0.10893991206643869
<1812>,  Valor: 0.15730337078651685
<1813>,  Valor: 0.5593551538837322
<1814>,  Valor: 0.21299462628236443
<1815>,  Valor: 0.17342452369320957
<1816>,  Valor: 0.026380068392769906
<1817>,  Valor: 0.764533463605276
<1818>,  Valor: 0.16023448949682462
<1819>,  Valor: 0.6443575964826576
<1820>,  Valor: 0.6770884220810943
<1821>,  Valor: 0.6257938446507083
<1822>,  Valor: 0.13873961895456766
<1823>,  Valor: 0.021006350757205666
<1824>,  Valor: 0.6086956521739131
<1825>,  Valor: 0.6433805569125549
<1826>,  Valor: 0.6487542745481192
<1827>,  Valor: 0.8045920859794822
<1828>,  Valor: 0.3214460185637518
<1829>,  Valor: 0.3170493404982902
<1830>,  Valor: 0.1895456765999023
<1831>,  Valor: 0.49389350268685883
<1832>,  Valor: 0.3155837811431363
<1833>,  Valor: 0.14704445530043966
<1834>,  Valor: 0.2618466047874939
<1835>,  Valor: 0.5896433805569126
<1836>,  Valor: 0.09086468001954079
<1837>,  Valor: 0.633610161211529
<1838>,  Valor: 0.36541279921836833
<1839>,  Valor: 0.5915974596971177
<1840>,  Valor: 0.14753297508549096
<1841>,  Valor: 0.27601367855398146
<1842>,  Valor: 0
<1843>,  Valor: 1
<1844>,  Valor: 0.9858329262335125
<1845>,  Valor: 0.5749877870053737
<1846>,  Valor: 0.6663409868099658
<1847>,  Valor: 0.31411822178798243
<1848>,  Valor: 0.10454323400097704
<1849>,  Valor: 0.02979970688812897
<1850>,  Valor: 0.8637029799706888
<1851>,  Valor: 0.034684904738641914
<1852>,  Valor: 0.004885197850512946
<1853>,  Valor: 0.14118221787982413
<1854>,  Valor: 0.09184171958964338
<1855>,  Valor: 0.6619443087445042
<1856>,  Valor: 0.18661455788959452
<1857>,  Valor: 0.4088910600879336
<1858>,  Valor: 0.8519785051294577
<1859>,  Valor: 0.6951636541279922
<1860>,  Valor: 0.14948705422569614
<1861>,  Valor: 0.3326819736199316
<1862>,  Valor: 0.6428920371275036
<1863>,  Valor: 0.6345872007816317
<1864>,  Valor: 0.3937469467513434
<1865>,  Valor: 0.41279921836834393
<1866>,  Valor: 0.9653150952613581
<1867>,  Valor: 0.9804592085979482
<1868>,  Valor: 0.41914997557401074
<1869>,  Valor: 0.14899853444064484
<1870>,  Valor: 0.31851489985344406
<1871>,  Valor: 0.23204689789936492
<1872>,  Valor: 0.7259404005862238
<1873>,  Valor: 0.04152418172936004
<1874>,  Valor: 0.20322423058133854
<1875>,  Valor: 0.89057156814851
<1876>,  Valor: 0.8138739618954568
<1877>,  Valor: 0.5906204201270151
<1878>,  Valor: 0.11919882755251587
<1879>,  Valor: 0.45481191988275527
<1880>,  Valor: 0.18270639960918417
<1881>,  Valor: 0.29555446995603324
<1882>,  Valor: 0.5666829506595017
<1883>,  Valor: 0.4255007327796776
<1884>,  Valor: 0.3331704934049829
<1885>,  Valor: 0.6570591108939912
<1886>,  Valor: 0.0449438202247191
<1887>,  Valor: 0.30239374694675136
<1888>,  Valor: 0.7650219833903273
<1889>,  Valor: 0.17440156326331216
<1890>,  Valor: 0.05471421592574499
<1891>,  Valor: 0.5857352222765022
<1892>,  Valor: 0.9780166096726918
<1893>,  Valor: 0.34831460674157305
<1894>,  Valor: 0.09574987787005373
<1895>,  Valor: 0.7752808988764045
<1896>,  Valor: 0.47191011235955055
<1897>,  Valor: 0.6785539814362481
<1898>,  Valor: 0.668295065950171
<1899>,  Valor: 0.3707865168539326
<1900>,  Valor: 0.7474352711284807
<1901>,  Valor: 0.6648754274548119
<1902>,  Valor: 0.2716170004885198
<1903>,  Valor: 0.8729848558866634
<1904>,  Valor: 0.3038593063019052
<1905>,  Valor: 0.8075232046897899
<1906>,  Valor: 0.4064484611626771
<1907>,  Valor: 0.78114313629702
<1908>,  Valor: 0.6419149975574011
<1909>,  Valor: 0.6062530532486565
<1910>,  Valor: 0.5725451880801172
<1911>,  Valor: 0.5955056179775281
<1912>,  Valor: 0.2608695652173913
<1913>,  Valor: 0.5613092330239374
<1914>,  Valor: 0.2696629213483146
<1915>,  Valor: 0.8163165608207132
<1916>,  Valor: 0.6614557889594529
<1917>,  Valor: 0.17244748412310698
<1918>,  Valor: 0.9985344406448461
<1919>,  Valor: 0.9433317049340498
<1920>,  Valor: 0.3429408891060088
<1921>,  Valor: 0.940400586223742
<1922>,  Valor: 0.25793844650708353
<1923>,  Valor: 0.4763067904250122
<1924>,  Valor: 0.8060576453346361
<1925>,  Valor: 0.3639472398632145
<1926>,  Valor: 0.5490962383976551
<1927>,  Valor: 0.9159745969711773
<1928>,  Valor: 0.5500732779677577
<1929>,  Valor: 0.9443087445041524
<1930>,  Valor: 0.37127503663898387
<1931>,  Valor: 0.7616023448949683
<1932>,  Valor: 0.07523204689789936
<1933>,  Valor: 0.1802638006839277
<1934>,  Valor: 0.2247191011235955
<1935>,  Valor: 0.5134342940889106
<1936>,  Valor: 0.882266731802638
<1937>,  Valor: 0.5730337078651685
<1938>,  Valor: 0.6096726917440156
<1939>,  Valor: 0.67171470444553
<1940>,  Valor: 0.46995603321934537
<1941>,  Valor: 0.621885686370298
<1942>,  Valor: 0.025403028822667317
<1943>,  Valor: 0.7361993160723009
<1944>,  Valor: 0.3390327308255984
<1945>,  Valor: 0.8270639960918417
<1946>,  Valor: 0.9731314118221788
<1947>,  Valor: 0.2066438690766976
<1948>,  Valor: 0.9897410845139228
<1949>,  Valor: 0.688324377137274
<1950>,  Valor: 0.9516365412799218
<1951>,  Valor: 0.583781143136297
<1952>,  Valor: 0.9213483146067416
<1953>,  Valor: 0.7059110893991206
<1954>,  Valor: 0.46116267708842207
<1955>,  Valor: 0.36687835857352225
<1956>,  Valor: 0.6340986809965804
<1957>,  Valor: 0.3795798729848559
<1958>,  Valor: 0.0019540791402051783
<1959>,  Valor: 0.056179775280898875
<1960>,  Valor: 0.6282364435759649
<1961>,  Valor: 0.20957498778700537
<1962>,  Valor: 0.07425500732779677
<1963>,  Valor: 0.1519296531509526
<1964>,  Valor: 0.4035173424523693
<1965>,  Valor: 0.6961406936980947
<1966>,  Valor: 0.17782120175867122
<1967>,  Valor: 0.1538837322911578
<1968>,  Valor: 0.4601856375183195
<1969>,  Valor: 0.33854421104054716
<1970>,  Valor: 0.8128969223253542
<1971>,  Valor: 0.5622862725940401
<1972>,  Valor: 0.2979970688812897
<1973>,  Valor: 0.6375183194919394
<1974>,  Valor: 0.4787493893502687
<1975>,  Valor: 0.8768930141670738
<1976>,  Valor: 0.41719589643380556
<1977>,  Valor: 0.09233023937469467
<1978>,  Valor: 0.6761113825109917
<1979>,  Valor: 0.5974596971177333
<1980>,  Valor: 0.31753786028334147
<1981>,  Valor: 0.20371275036638983
<1982>,  Valor: 0.9047386419149975
<1983>,  Valor: 0.2242305813385442
<1984>,  Valor: 0.49926722032242304
<1985>,  Valor: 0.4714215925744993
<1986>,  Valor: 0.6643869076697606
<1987>,  Valor: 0.25744992672203226
<1988>,  Valor: 0.46213971665852466
<1989>,  Valor: 0.39521250610649733
<1990>,  Valor: 0.45530043966780653
<1991>,  Valor: 0.1968734733756717
<1992>,  Valor: 0.706399609184172
<1993>,  Valor: 0.47532975085490964
<1994>,  Valor: 0.777723497801661
<1995>,  Valor: 0.5427454811919883
<1996>,  Valor: 0.7318026380068393
<1997>,  Valor: 0.21152906692721055
<1998>,  Valor: 0.13092330239374694
<1999>,  Valor: 0.7948216902784563
<2000>,  Valor: 0.038104543234000976
<2001>,  Valor: 0.10405471421592574
<2002>,  Valor: 0.015632633121641426
<2003>,  Valor: 0.4528578407425501
<2004>,  Valor: 0.126038104543234
<2005>,  Valor: 0.6531509526135808
<2006>,  Valor: 0.93209574987787
<2007>,  Valor: 0.01709819247679531
<2008>,  Valor: 0.4953590620420127
<2009>,  Valor: 0.35808500244259894
<2010>,  Valor: 0.3790913531998046
<2011>,  Valor: 0.9882755251587689
<2012>,  Valor: 0.6458231558378115
<2013>,  Valor: 0.7195896433805569
<2014>,  Valor: 0.8578407425500733
<2015>,  Valor: 0.8651685393258427
<2016>,  Valor: 0.07718612603810454
<2017>,  Valor: 0.23693209574987786
<2018>,  Valor: 0.8676111382510991
<2019>,  Valor: 0.14802149487054225
<2020>,  Valor: 0.29018075232046897
<2021>,  Valor: 0.41084513922813876
<2022>,  Valor: 0.9086468001954079
<2023>,  Valor: 0.33756717147044457
<2024>,  Valor: 0.7845627747923791
<2025>,  Valor: 0.7410845139228138
<2026>,  Valor: 0.48070346849047385
<2027>,  Valor: 0.9335613092330239
<2028>,  Valor: 0.05959941377625794
<2029>,  Valor: 0.7274059599413776
<2030>,  Valor: 0.08402540302882266
<2031>,  Valor: 0.4352711284807035
<2032>,  Valor: 0.6165119687347338
<2033>,  Valor: 0.8700537371763556
<2034>,  Valor: 0.21885686370297996
<2035>,  Valor: 0.3434294088910601
<2036>,  Valor: 0.9545676599902296
<2037>,  Valor: 0.6687835857352222
<2038>,  Valor: 0.3849535906204201
<2039>,  Valor: 0.15779189057156814
<2040>,  Valor: 0.5735222276502199
<2041>,  Valor: 0.6238397655105031
<2042>,  Valor: 0.08207132388861749
<2043>,  Valor: 0.3786028334147533
<2044>,  Valor: 0.9741084513922814
<2045>,  Valor: 0.23497801660967269
<2046>,  Valor: 0.810942843185149
<2047>,  Valor: 0.5056179775280899
<2048>,  Valor: 0.6555935515388374


		Prueba de medias
La media del conjunto es: 0.5000000000000007
La cota inferior es: 0.4874973961045442, y la cota superior es: 0.5125026038954558
El conjunto ha pasado la prueba de medias!!


		Prueba de varianza
La varianza es : 0.08345550305485953
El limite inferior es: 0.08851532696057286, y el superior es: 0.07830556318451759
El conjunto no ha pasado la prueba de varianza!!
El conjunto no ha pasado la prueba de varianza!!


		Prueba de Uniformidad


<1>, (0-0.021739130434782608]: 45

<2>, (0.021739130434782608-0.043478260869565216]: 45

<3>, (0.043478260869565216-0.06521739130434782]: 45

<4>, (0.06521739130434782-0.08695652173913043]: 45

<5>, (0.08695652173913043-0.10869565217391304]: 45

<6>, (0.10869565217391304-0.13043478260869565]: 45

<7>, (0.13043478260869565-0.15217391304347827]: 45

<8>, (0.15217391304347827-0.17391304347826086]: 45

<9>, (0.17391304347826086-0.19565217391304346]: 45

<10>, (0.19565217391304346-0.21739130434782608]: 45

<11>, (0.21739130434782608-0.2391304347826087]: 45

<12>, (0.2391304347826087-0.2608695652173913]: 45

<13>, (0.2608695652173913-0.2826086956521739]: 45

<14>, (0.2826086956521739-0.30434782608695654]: 45

<15>, (0.30434782608695654-0.32608695652173914]: 45

<16>, (0.32608695652173914-0.34782608695652173]: 45

<17>, (0.34782608695652173-0.3695652173913043]: 45

<18>, (0.3695652173913043-0.3913043478260869]: 44

<19>, (0.3913043478260869-0.41304347826086957]: 45

<20>, (0.41304347826086957-0.43478260869565216]: 45

<21>, (0.43478260869565216-0.45652173913043476]: 45

<22>, (0.45652173913043476-0.4782608695652174]: 45

<23>, (0.4782608695652174-0.5]: 45

<24>, (0.5-0.5217391304347826]: 45

<25>, (0.5217391304347826-0.5434782608695652]: 45

<26>, (0.5434782608695652-0.5652173913043478]: 45

<27>, (0.5652173913043478-0.5869565217391304]: 45

<28>, (0.5869565217391304-0.6086956521739131]: 45

<29>, (0.6086956521739131-0.6304347826086957]: 45

<30>, (0.6304347826086957-0.6521739130434783]: 45

<31>, (0.6521739130434783-0.6739130434782609]: 45

<32>, (0.6739130434782609-0.6956521739130435]: 45

<33>, (0.6956521739130435-0.717391304347826]: 45

<34>, (0.717391304347826-0.7391304347826086]: 45

<35>, (0.7391304347826086-0.7608695652173912]: 45

<36>, (0.7608695652173912-0.7826086956521738]: 44

<37>, (0.7826086956521738-0.8043478260869565]: 45

<38>, (0.8043478260869565-0.8260869565217391]: 45

<39>, (0.8260869565217391-0.8478260869565217]: 45

<40>, (0.8478260869565217-0.8695652173913043]: 45

<41>, (0.8695652173913043-0.8913043478260869]: 45

<42>, (0.8913043478260869-0.9130434782608695]: 45

<43>, (0.9130434782608695-0.9347826086956521]: 45

<44>, (0.9347826086956521-0.9565217391304348]: 45

<45>, (0.9565217391304348-0.9782608695652174]: 45

<46>, (0.9782608695652174-1]: 45

El valor de Chi calculado es de: 0.044444444444444446
No podemos rechazar que el conjunto sigue una distribucion uniforme
El conjunto ha pasado la prueba de uniformidad!!


		Prueba de Independencia
Datos:
Corridas observadas: 989
Numero de ceros: 1024
Numero de unos: 1024
Valor de la media: 1024.5
Valor de la varianza: 511.74987787005375
Valor de la zeta: -1.569276528899173
No podemos rechazar que el conjunto es independiente, con un nivel de confianza del 95%
El conjunto ha pasado la prueba de independencia!!


Simulacion de la tirada de un dado
Corrida <1>:

Lista de numeros: 
[1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,]

Lista de numeros ri:
